simulated_personas_10000-2
PersonaID,Area,UrbanRural,Gender,AgeGroup,TopFlavor1,TopFlavor2,TopFlavor3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,A2,Urban,Male,18-25,Minty Lemon,Icy Berries,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,A2,Urban,Male,41,Minty Lemon,Mango Flame,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,A3,Urban,Female,18-25,Bright Spearmint,Minty Watermelon,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,A1,Urban,Female,41,Smart Mint,Wintergreen,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,A4,Rural,Male,18-25,Tropical Ice,Fresh Classic,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,A4,Urban,Male,26-40,Strawberry Ice,Wintergreen,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,A3,Rural,Male,18-25,Citrus Burst,Coco,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,A3,Urban,Male,18-25,Wintergreen,Coco,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,A4,Rural,Male,18-25,Peppermint Storm,Bright Spearmint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,A1,Urban,Female,18-25,Arctic Peppermint,Purple Grape,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,A3,Urban,Female,18-25,Tropical Ice,Fresh Classic,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,A4,Urban,Male,18-25,Minty Watermelon,Tangy Lime,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,A1,Rural,Male,26-40,Ruby Berry,Tropical Mango,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,A4,Rural,Female,18-25,Bright Spearmint,Wintergreen,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,A2,Rural,Female,26-40,Icy Berries,Melon Fresh,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,A1,Rural,Female,41,Arctic Peppermint,Zesty Lime,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,A1,Rural,Female,18-25,Minty Watermelon,Berry Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,A4,Rural,Male,41,Peppermint Storm,Cinnamon Flame,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,A4,Urban,Male,41,Smart Mint,Icy Berries,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,A3,Urban,Female,26-40,Bright Spearmint,Melon Fresh,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,A3,Urban,Male,18-25,Citrus Burst,Peppermint Storm,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,A2,Rural,Female,41,Wintergreen,Cinnamon Flame,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,A2,Rural,Female,41,Tropical Mango,Bright Spearmint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,A1,Rural,Male,18-25,Citrus Burst,Black Cherry,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,A1,Urban,Male,26-40,Zesty Lime,Creamy Latte,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,A3,Rural,Female,18-25,Purple Grape,Strawberry Ice,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,A2,Rural,Female,41,Coco,Cinnamon Flame,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,A4,Rural,Male,26-40,Peppermint Storm,Arctic Peppermint,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,A1,Urban,Male,18-25,Ruby Berry,Mango Flame,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,A3,Urban,Male,41,Mango Flame,Bright Spearmint,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,A3,Urban,Male,41,Citrus Burst,Coffee,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,A2,Urban,Male,18-25,Coco,Zesty Lime,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,A2,Urban,Male,26-40,Wintergreen,Bright Spearmint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,A4,Rural,Male,26-40,Crispy Peppermint,Wintergreen,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,A1,Rural,Male,41,Coffee,Minty Watermelon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,A2,Urban,Male,26-40,Cinnamon,Tropical Mango,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,A3,Urban,Male,26-40,Minty Lemon,Minty Watermelon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,A4,Rural,Male,18-25,Tropical Punch,Ruby Berry,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,A3,Urban,Male,41,Icy Berries,Cinnamon Flame,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,A2,Urban,Male,18-25,Citrus Burst,Coffee,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,A1,Rural,Male,26-40,Tropical Mango,Creamy Latte,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,A1,Urban,Male,41,Zesty Lime,Fresh Classic,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,A1,Urban,Female,18-25,Black Cherry,Coffee,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,A4,Urban,Female,26-40,Coco,Peppermint Storm,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,A1,Rural,Female,41,Ruby Berry,Zesty Lime,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,A1,Rural,Male,26-40,Cinnamon,Ruby Berry,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,A2,Rural,Female,18-25,Bright Spearmint,Peppermint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,A2,Urban,Male,18-25,Creamy Latte,Tropical Mango,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,A1,Urban,Male,41,Coffee,Creamy Latte,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,A4,Urban,Female,18-25,Tropical Punch,Berry Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,A2,Urban,Male,41,Peppermint Storm,Strawberry Ice,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,A4,Urban,Male,41,Zesty Lime,Black Cherry,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,A2,Rural,Female,18-25,Mango Flame,Wintergreen,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,A2,Rural,Male,41,Berry Ice,Tangy Lime,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,A4,Urban,Female,18-25,Ruby Berry,Minty Watermelon,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,A1,Rural,Male,26-40,Ruby Berry,Cinnamon,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,A3,Urban,Male,41,Peppermint Storm,Mango Flame,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,A2,Urban,Female,26-40,Icy Berries,Black Cherry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,A1,Urban,Male,18-25,Fresh Classic,Purple Grape,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,A3,Rural,Male,26-40,Purple Grape,Tropical Punch,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,A2,Rural,Female,18-25,Coco,Wintergreen,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,A2,Urban,Male,18-25,Creamy Latte,Arctic Peppermint,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,A4,Urban,Female,18-25,Tropical Punch,Peppermint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,A3,Urban,Male,26-40,Tangy Lime,Arctic Peppermint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,A3,Urban,Male,18-25,Creamy Latte,Tropical Punch,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,A4,Urban,Female,18-25,Icy Berries,Wintergreen,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,A3,Rural,Female,26-40,Tropical Mango,Creamy Latte,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,A1,Urban,Female,18-25,Peppermint,Bright Spearmint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,A4,Urban,Female,26-40,Cinnamon,Berry Ice,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,A3,Rural,Female,26-40,Bright Spearmint,Strawberry Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,A3,Urban,Female,26-40,Bright Spearmint,Arctic Peppermint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,A3,Rural,Female,18-25,Minty Lemon,Cinnamon Flame,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,A2,Rural,Male,18-25,Cinnamon Flame,Wintergreen,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,A3,Rural,Male,18-25,Melon Fresh,Strawberry Ice,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,A4,Rural,Female,18-25,Smart Mint,Bright Spearmint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,A2,Urban,Female,26-40,Coffee,Crispy Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,A3,Urban,Male,18-25,Black Cherry,Zesty Lime,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,A1,Rural,Male,18-25,Wintergreen,Coco,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,A3,Rural,Male,18-25,Melon Fresh,Purple Grape,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,A1,Rural,Male,41,Creamy Latte,Smart Mint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,A1,Rural,Male,41,Fresh Classic,Cinnamon Flame,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,A1,Urban,Male,26-40,Citrus Burst,Wintergreen,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,A2,Rural,Female,26-40,Peppermint,Creamy Latte,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,A4,Urban,Female,18-25,Berry Ice,Mango Flame,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,A1,Rural,Male,26-40,Zesty Lime,Ruby Berry,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,A1,Urban,Male,41,Citrus Burst,Smart Mint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,A1,Urban,Male,18-25,Minty Lemon,Zesty Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,A1,Urban,Male,18-25,Coco,Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,A2,Rural,Male,18-25,Melon Fresh,Fresh Classic,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,A4,Urban,Male,18-25,Arctic Peppermint,Tropical Ice,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,A4,Urban,Male,26-40,Smart Mint,Tangy Lime,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,A3,Urban,Male,41,Cinnamon,Citrus Burst,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,A3,Urban,Male,26-40,Bright Spearmint,Cinnamon,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,A2,Rural,Female,26-40,Cinnamon Flame,Citrus Burst,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,A2,Rural,Male,41,Tangy Lime,Cinnamon Flame,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,A2,Rural,Male,26-40,Tropical Punch,Zesty Lime,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,A3,Urban,Male,26-40,Tropical Mango,Arctic Peppermint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,A3,Rural,Male,18-25,Tangy Lime,Melon Fresh,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,A1,Urban,Male,26-40,Peppermint Storm,Wintergreen,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,A3,Rural,Male,26-40,Melon Fresh,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,A1,Rural,Male,18-25,Ruby Berry,Mango Flame,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,A3,Urban,Male,26-40,Minty Lemon,Smart Mint,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,A2,Urban,Male,18-25,Arctic Peppermint,Crispy Peppermint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,A2,Urban,Female,26-40,Fresh Classic,Creamy Latte,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,A2,Urban,Male,41,Coffee,Fresh Classic,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,A2,Rural,Male,41,Zesty Lime,Minty Watermelon,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,A2,Urban,Male,18-25,Coffee,Minty Watermelon,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,A4,Urban,Male,26-40,Mango Flame,Tangy Lime,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,A2,Urban,Female,26-40,Strawberry Ice,Arctic Peppermint,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,A3,Urban,Male,18-25,Minty Watermelon,Black Cherry,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,A1,Urban,Male,26-40,Wintergreen,Tropical Punch,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,A4,Rural,Male,26-40,Berry Ice,Tropical Punch,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,A4,Urban,Male,26-40,Zesty Lime,Arctic Peppermint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,A1,Rural,Male,18-25,Arctic Peppermint,Coffee,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,A4,Urban,Male,26-40,Icy Berries,Arctic Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,A2,Rural,Male,41,Strawberry Ice,Tropical Ice,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,A1,Urban,Male,18-25,Bright Spearmint,Wintergreen,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,A1,Urban,Male,26-40,Black Cherry,Tropical Punch,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,A4,Urban,Female,26-40,Citrus Burst,Minty Lemon,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,A3,Rural,Female,26-40,Tropical Ice,Cinnamon Flame,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,A4,Rural,Female,41,Zesty Orange,Creamy Latte,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,A3,Urban,Female,41,Crispy Peppermint,Purple Grape,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,A3,Rural,Male,18-25,Tropical Mango,Berry Ice,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,A3,Urban,Male,26-40,Purple Grape,Tropical Punch,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,A4,Urban,Male,18-25,Minty Watermelon,Tropical Mango,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,A1,Urban,Male,26-40,Coco,Purple Grape,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,A4,Rural,Male,18-25,Peppermint Storm,Minty Watermelon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,A1,Rural,Male,26-40,Ruby Berry,Melon Fresh,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,A4,Urban,Male,18-25,Smart Mint,Coco,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,A2,Rural,Male,26-40,Black Cherry,Berry Ice,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,A3,Urban,Female,26-40,Ruby Berry,Coco,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,A2,Urban,Female,41,Tangy Lime,Arctic Peppermint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,A1,Urban,Male,18-25,Ruby Berry,Arctic Peppermint,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,A4,Urban,Female,26-40,Minty Lemon,Minty Watermelon,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,A1,Rural,Male,18-25,Zesty Orange,Fresh Classic,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,A1,Urban,Male,18-25,Strawberry Ice,Peppermint Storm,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,A3,Rural,Male,26-40,Cinnamon,Coffee,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,A2,Rural,Female,26-40,Tropical Ice,Citrus Burst,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,A2,Rural,Female,18-25,Citrus Burst,Cinnamon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,A1,Rural,Male,26-40,Mango Flame,Cinnamon Flame,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,A2,Rural,Male,26-40,Coco,Zesty Lime,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,A1,Urban,Male,26-40,Creamy Latte,Wintergreen,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,A2,Rural,Male,41,Cinnamon Flame,Purple Grape,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,A4,Rural,Male,26-40,Citrus Burst,Berry Ice,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,A3,Urban,Male,41,Zesty Lime,Mango Flame,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,A2,Urban,Male,26-40,Tangy Lime,Citrus Burst,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,A2,Urban,Male,26-40,Melon Fresh,Minty Watermelon,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,A4,Rural,Male,18-25,Cinnamon,Tangy Lime,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,A3,Rural,Female,26-40,Zesty Orange,Smart Mint,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,A3,Rural,Male,26-40,Mango Flame,Tangy Lime,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,A3,Urban,Male,26-40,Tropical Punch,Berry Ice,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,A4,Urban,Male,41,Berry Ice,Coffee,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,A4,Urban,Male,18-25,Fresh Classic,Smart Mint,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,A4,Urban,Male,26-40,Mango Flame,Minty Watermelon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,A3,Rural,Female,18-25,Fresh Classic,Tropical Punch,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,A4,Rural,Male,18-25,Zesty Orange,Tropical Mango,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,A1,Rural,Male,26-40,Cinnamon,Smart Mint,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,A2,Urban,Female,18-25,Peppermint,Wintergreen,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,A4,Rural,Female,18-25,Wintergreen,Peppermint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,A1,Urban,Male,26-40,Tropical Ice,Bright Spearmint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,A2,Rural,Male,41,Melon Fresh,Crispy Peppermint,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,A1,Rural,Female,18-25,Melon Fresh,Ruby Berry,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,A1,Rural,Male,41,Cinnamon Flame,Coffee,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,A1,Urban,Male,18-25,Ruby Berry,Minty Watermelon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,A4,Urban,Male,41,Wintergreen,Smart Mint,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,A3,Rural,Male,41,Minty Lemon,Cinnamon Flame,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,A4,Rural,Male,18-25,Cinnamon Flame,Black Cherry,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,A2,Urban,Male,41,Zesty Orange,Citrus Burst,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,A3,Urban,Male,26-40,Icy Berries,Cinnamon,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,A4,Urban,Female,26-40,Peppermint Storm,Smart Mint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,A1,Urban,Female,18-25,Arctic Peppermint,Coffee,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,A4,Urban,Male,41,Ruby Berry,Tropical Mango,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,A3,Urban,Male,18-25,Cinnamon Flame,Icy Berries,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,A2,Rural,Male,18-25,Peppermint Storm,Bright Spearmint,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,A1,Urban,Male,26-40,Creamy Latte,Minty Lemon,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,A2,Urban,Male,18-25,Bright Spearmint,Arctic Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,A4,Rural,Male,26-40,Crispy Peppermint,Mango Flame,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,A4,Rural,Male,41,Ruby Berry,Coffee,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,A1,Urban,Male,18-25,Citrus Burst,Tropical Ice,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,A2,Rural,Male,26-40,Zesty Orange,Smart Mint,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,A4,Rural,Male,26-40,Peppermint,Arctic Peppermint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,A4,Urban,Male,18-25,Icy Berries,Fresh Classic,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,A4,Rural,Male,41,Coffee,Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,A4,Urban,Male,18-25,Coffee,Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,A1,Rural,Male,26-40,Fresh Classic,Citrus Burst,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,A1,Rural,Male,18-25,Strawberry Ice,Black Cherry,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,A3,Urban,Male,26-40,Peppermint Storm,Mango Flame,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,A1,Urban,Male,26-40,Crispy Peppermint,Zesty Lime,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,A1,Urban,Male,41,Minty Lemon,Fresh Classic,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,A4,Urban,Male,18-25,Citrus Burst,Wintergreen,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,A1,Rural,Female,41,Tropical Punch,Tropical Mango,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,A2,Rural,Male,41,Cinnamon,Smart Mint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,A4,Rural,Female,26-40,Smart Mint,Tropical Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,A4,Rural,Male,26-40,Crispy Peppermint,Mango Flame,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,A4,Urban,Male,18-25,Zesty Lime,Cinnamon,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,A2,Rural,Male,18-25,Fresh Classic,Cinnamon,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,A3,Urban,Female,18-25,Purple Grape,Tropical Mango,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,A1,Rural,Male,26-40,Icy Berries,Fresh Classic,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,A3,Urban,Male,26-40,Icy Berries,Fresh Classic,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,A3,Urban,Male,18-25,Black Cherry,Wintergreen,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,A2,Urban,Male,26-40,Tropical Mango,Mango Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
